intimate adj．亲密的n．密友
collation n.校勘，整理
haemostat n．止血器，止血剂
cytology n．细胞学
empathy n．心意相通,(感情等)融为一体
slit v．撕裂n．裂口，裂缝
seethe v．沸腾，汹涌
sabre n．军刀，击剑用刀
slacker n.逃避工作的人，懒虫
loom n．织布机，v．隐约出现
intrusion n．私闯，干扰
pantomime n．哑剧
deride v．嘲弄，愚弄
pension n．养老金，退休金
mushy adj.(文章等)多愁善感的
supercilious adj．目中无人的，高傲的
peppery adj．胡椒味的，暴躁的
curator （博物馆等）馆长
vulnerable adj．易受攻击的，脆弱的
lineal adj．直系的，嫡系的
chunk n．短厚木头，大量
cloy n.(吃甜食)生腻，吃腻
ocular adj．眼睛的，可见的
legible adj．可辩认的，易读的
meritorious 　adj．值得赞赏的
irreproachable adj．不可指责的，无过失的
appendage n．附加物
cursive adj．草书的
haunting adj．不易忘怀的
recapitulate v．扼要重述
nag v．唠叨，烦扰
sensational adj．耸人听闻的，轰动的
insignia n．徽章，袖章
gynecocracy n．妇人政治
liability n．倾向，债务
promiscuity n．滥交,混杂
furrow n．犁沟，皱纹
magnification n．放大，扩大
poser n.不易处理之事
uncharted adj．地图上没标明的
imbroglio n．纠纷，纠葛
corpus n．全集，全部资料
renounce v．宣布放弃，抛弃
evade v.逃避,规避
harness n．马具，v．束以马具，利用
pertain v．属于，关于
repatriate v．（自异国）遣返
grating adj．（声音）刺耳的，恼人的
predator n．食肉动物
revelation n．显示，泄露的事实
vaccine n．牛痘苗，疫苗
conjurer n．魔术师
stout adj．肥胖的，强壮的
willful adj．任性的，故意的
appetizing adj　开胃的
contingency n．意外事件，可能性
ascetic adj．禁欲的n．苦行者
pending adj．即将发生的，未决的
investiture n．任职仪式，授权仪式
turbulent adj．凶猛的，骚乱的
subpoena n．（法律）传票，v．传讯
dispensable adj．不必要的，可有可无的
perjure v．作伪证，发假誓
stenography n．速记，速记法
convulsion n．骚动，痉挛
fabulous adj．难以置信的，寓言里的
snug adj．温暖的，舒适的
cleft n.裂缝
pulsating adj．节奏强的,极为兴奋的
interpolate v．加入(额外的事),窜改
aperture n．孔隙，窄的缺口
inundate v．淹没，泛滥
hostile adj．敌对的，敌意的
kudos n．荣誉，称赞（单复数同）
omen n．征兆、预兆
sycophantic adj．拍马的，谄媚的
lacework n．网状物
cleavage n.裂缝，分裂
reprobate v．谴责，指责．adj．n．堕落的（人）
stupendous adj巨大的，大得惊人的
litigious adj．好诉讼的
gaze v．n．凝视，注视
aqueduct n．高架渠，渡槽
disinclined adj．不愿的
default n．拖债，未履行的责任
outbid v．出价多于（他人）
virility n．雄劲，丈夫气
scavenge v．（在废物中）寻觅，（动物）食腐肉
gossamer n．蛛丝，薄纱，adj．轻而薄的
spinney n.小树林
complaisant adj.顺从的，讨好的
integument n．（水果等)外壳,包在外面的皮．
hardy adj．耐寒的、强壮的
caterpillar n．毛虫，蝴蝶的幼虫
mollify v．安慰，安抚
opportune adj．合适的，适当的
eligible adj.适合被选的，合格的
whet v．磨快，刺激
advisable adj．适当的，可行的
heel n．足跟，鞋后跟，v．倾侧
piano adj．（音乐）轻柔的
ostensible adj．表面上的，伪装的
nude adj．赤裸的，n．裸体者
rapport n．和睦，意见一致
velocity n．速度，迅速
exhilarating adj.使人兴奋的
cavity n．（牙齿等的）洞、腔
manikin n.侏儒，时装模特儿
exaggerate v.夸张,夸大
puissance n．权力
ascetic adj．禁欲的n．苦行者
liberality n．慷慨，心胸开阔
rejoinder n．回答
impound v.扣押，保管
unstudied adj．不造作的，优雅的
admonish v．训诫，警告
impalpable adj．无法触及的，不易理解的
dissipate v．（使）驱散，浪费
chagrin n．v．失望，懊恼
gravel n．碎石，砂砾
miscreant n．恶棍，歹徒
woeful adj．悲伤的
grandiloquent adj（语言等）夸张的，夸大的
preponderate v．(数量上,重要性上)压倒,超过
disinclined adj．不愿的
bedlam n.喧闹的地方，骚乱
reliance n．信赖，信任
sustenance n．食物，粮食，生计
furrow n．犁沟，皱纹
periphery n．外围，不重要的部份
avant-garde n.先锋派(艺术流派之一)
recantation n．改变宗教信仰
anthem n．圣歌，赞美歌
sustain v．承受（困难），支撑（重量）
shade n．阴影，细微差别
premeditated adj．预谋的,事先计划的
plot n．情节,阴谋
oar n．橹，桨，v．划（船）
ingrained adj．根深蒂固的
cagey adj.谨慎的，机灵的
allergic adj．过敏的，对…讨厌的
amiable adj．和蔼的，亲切的
perpetuity n．永恒，永久
hepatitis n．肝炎
bulwark n．堡垒，保障
chromatic adj．彩色的，五彩的
equitation n．骑术
dilute v．把（液体）弄稀、弄淡
prudish adj．过分守礼的，假道学的
condescension n．自以为高人一等，贬低（别人）
censorship n．检查（制度）
mash v．捣成糊状
hide n．兽皮
slough v．n．（蛇等）蜕皮，蜕壳
pungent adj．刺鼻的,苛刻的
reprove v责骂，申斥
shackle n．脚镣，枷锁
maisonette n.小屋，公寓
refractory adj．难驾驭的，（病）难治的
adjure v．郑重敦促（恳请）
rein n．缰绳　v．控制
lure n．诱惑力，引诱
mortar n．小臼，乳钵，迫击炮
paradigm n．范
aggrandize v．增大，扩张
maul v．撕裂皮肉，伤害
controvert v．反驳，驳斥
persevere v．坚忍
loutish adj．粗鲁的
sceptre n．权杖，君权
helve n．斧柄
chunky adj．（人或动物）矮胖的
fomentation n．煽动，助长
charity n．仁慈，施舍．
deadlock n．相持不下，僵局
observance n．遵守，奉行（法律，习俗）
ensnare v．诱入陷阱,进入罗网
imminent adj．即将发生的，逼近的
indolent adj．懒惰的，懒洋洋的
exegesis n.(对圣经等的)严肃解释、注释
frowzy adj．不整洁的，污秽的
bassoon n.低音管,巴松
forwardness n．大胆，鲁莽
splinter n．尖片，裂片
psychosis n．精神病,变态心理
charity n．仁慈，施舍．
calligraphy n．书法
sidle v．（偷偷地）侧身而行
eschew v．避开,戒绝
penetrate v．刺穿，渗入，了解
immunity n．免疫，豁免
bawdy adj.淫猥的、下流的
dissemble v．隐藏、掩饰（感受，意图）
tremulous adj．颤动的，不安的
bankrupt adj.破产的
sampler n．刺绣花样，取样员
coop n．（鸡、）笼、栏
scotch v．镇压、粉碎
famished adj．非常饥饿的
incense n．香，香味v．激怒
primate n．灵长类(动物)
utilize v．利用，使用
dissuade v．劝阻，阻止
maul v．撕裂皮肉，伤害
spindly adj．细长的，纤弱的
antiseptic n．杀菌剂，adj　防腐的
distraught adj．心神狂乱的
obsolete adj．废弃的，过时的
consignment n．托运，寄售
piquant adj．辛辣的,开胃的
craving n．强烈的欲望
lustre n．光亮，光泽
megalith n.巨石，远古时代的巨石碑
provenance n．(艺术等的)出处,起源
homely adj．朴素的，不漂亮的
gore n．凝血，血块
numismatist n．钱币学家，钱币收藏家
pendulum n．摆，钟摆．
impeccable adj．无瑕疵的
irreparable adj．无法修复的，不能挽回的
shrill adj．尖锐的、剌耳的
gumption n.进取心，精明强干
disbar v．取消律师资格
forfeit v．丧失，没收，n．丧失物
tenacious adj．坚忍不拔的，固执的
transmit v．传送，传播
chasm n.(地壳，冰上的)隐窟，深坑(
detest v．深恶，憎恶
covet v．贪求，妄想
stanza n．（诗）节，段
rebuke v．指责，谴责
veracity n．真实性，诚实
elapse v.(光阴)消逝
lexicographer n．词典编纂人
immoral adj．不道德的，淫荡的
moderate adj．不过份的，有节制的　v．减轻，节制
insignia n．徽章，袖章
probing adj．好探索的,尖锐的
disseminate v．散布，传播
prop n．支撑物，靠山v．支持
sprinkler n．洒水装置，洒水车
gorgeous adj．美丽的，极好的
submerge v．沉没，淹没
hairy adj．毛发的，多毛的
epigram n．警句，讽刺短诗
opulence n．富裕
shavings n．刨花
pachyderm n．厚皮动物，厚脸皮的人
reimburse v．偿还
automatism n.无意识行动(如梦游)
nag v．唠叨，烦扰
revenue n．收入，国家的税收
fume v．n．愤怒，冒烟
tranquil adj．宁静的，安静的
resemblance n．相似，相像
discretion n．谨慎，审慎
pretence n虚伪,借口
novelettish adj．言情的，多愁善感的
preemption n．先买权,取代
redoubtable adj．可敬畏的
rapacious adj．强夺的，贪婪的
grill v．烤，烤问，n．烤架
savor n．味道，滋味，v．品尝，欣赏
plankton n．浮游生物
cosmos n．宇宙（
souvenir n．纪念物，纪念品
illicit adj．违法的，违禁的
spoke n．（车轮上）幅条，阻碍物
slate n．石板，候选人名单v．提名
horrendous adj．可怕的，令人惊惧的
vitiate v．削弱，损害
obloquy n．大骂，斥责
tranquil adj．宁静的，安静的
sapphire n．青玉，蓝宝石，adj．天蓝色的．
defile v．弄污，弄脏n．（山间）小道
banish v.放逐，摒弃
bravado n．故作勇敢，逞能
inextricable adj．无法摆脱的，纠缠的
anthem n．圣歌，赞美歌
minutia n．微枝末节，细节
vitiate v．削弱，损害
gneiss n．片麻岩（一种艰硬的岩石）
incertitude n．疑惑，不确定
pontifical adj．自以为是的,武断的
plastered adj．抹上灰泥的
fragile adj．易碎的，易坏的
ore n．矿，矿石
persuasive adj．能劝说的，善于游说的
divagate v．（文章或谈话）离题，漂泊
severance n．切断，分离
contrive v．计划，设计
laryngitis n．喉炎
jaunt v．短程旅游
poke v．刺,戳,嘲弄
hilarity n．欢乐，热闹
brindled adj.有斑纹的
agglomerate v．凝聚，结块
detente n.(国际关系等的)缓和(
stoic 　n．坚忍克己之人
pectoral adj．胸部的，胸的
lyric adj．抒情的，n．抒情诗
kudos n．荣誉，称赞（单复数同）
disburse v．支付，支出
adduce v．给予（理由），举出
prosperous adj．繁荣富强的
voracious adj．狼吞虎咽的，贪婪的
intertwine v．纠缠,缠绕
proverbially adv．无人不知地
incarnate adj．具有肉体的，化身的
assuage v．缓和，减轻
retiring adj．隐居的，不喜社交的
deprivation n．剥夺，丧失
dupe n．受骗的人，上当者
percipient adj．洞察力强的
decamp v．（士兵）离营，匆忙秘密地离开
genial adj．愉快的，脾气好的．
bolster n．枕垫v．支持，鼓励
litter n．垃圾，一窝（动物），v．乱丢
visage n．脸，面貌
coerce v.强迫，压制
peroration n．结尾，结论
stimulant n．兴奋剂，刺激物
lissom adj．姿态优雅的，柔软的
tactic n．（达到目的）手段，战术
temper v．锻炼，缓和n．脾气
minnow n．鲦鱼，小淡水鱼
jilt v.抛弃，遗弃(情人或恋人)
hew v．砍伐
panoply n．全副穿戴，全副甲胄
plangent adj．如泣如诉的,悲哀的
ruffle v．变皱，弄皱，激怒
inimical adj．为敌的，不友善的
vesture n．衣服，覆盖物
morbidity n．病态
horrendous adj．可怕的，令人惊惧的
cobbler n.补鞋匠
humour v．纵容，迁就
affection n．亲爱，友爱
charity n．仁慈，施舍．
pleat n．(衣服上的)褶
ruck n．皱褶，普通群众，大量
randy adj.性欲冲动的，渴望的
lassitude n．无力，没精打采
frail adj．脆弱的，不坚实的
epistle n．(长而重要的)书信
provocative adj．激怒的、挑战的
press v．挤压
oration n．正式演说，演讲
decamp v．（士兵）离营，匆忙秘密地离开
inexorable adj．不为所动的，坚决不变的
murmur v．柔声地说，喃喃而言
pullulate v．繁殖,剧增
mallet n．木槌，大头锤
adduce v．给予（理由），举出
abundance n．充裕，多量
fraud n．欺诈，欺骗，骗子
malcontent n．不满分子，反抗者
waspish adj．易怒的，尖刻的
scum n.泡沫，社会渣滓
stonewall v.阻碍议事，妨碍
accomplice n．同谋者，帮凶
presumptuous adj．自大的,专横的,冒昧的
calamitous adj．造成灾祸的
legitimate adj．合法的，正当的
scoff v．狼吞虎咽
bypass v．规避，绕过
exhort v.力劝,勉励
cohesion n.内聚力
vernacular adj．本国语，地方语
solace n．安慰．慰藉
piracy n.非法翻印，海盗行为
pluck v．拨毛n．勇气,勇敢
effortless adj．不费力的
apposite adj．适当的，恰切的．
deice v.防冰，除冰
barometer n.气压计,晴雨表
tempo n．（动作、生活的）步调，速度
fringe n．（窗帘等）须边，边缘
inscrutable adj．高深莫测的，神秘的
avuncular adj.伯(叔)父的
astringent adj．止血的，收缩的n．收缩剂，止血剂
hegemony n．霸权，领导权
filthy adj．龌龊的，污秽的
niggard n．吝啬鬼
offense n．错事，得罪
spawn n．（鱼等）卵子，v．大量产卵，大量生产
razor n．剃刀，刮胡刀
hygroscopic n.易湿的，吸湿的
rebuttal n．反驳，反证
plasticity n．可塑性
pedagogy n．教育学，教学法
diplomatic adj．外交的，圆滑的
liken v.把……比作，比拟
effigy n．假人，模拟像
quandary n．困惑，进退两难
turgid adj．浮肿的，浮夸的
recantation n．改变宗教信仰
miscellany n．混合物
helmsman n．舵手
acclivity n．向上的陡坡
puerile adj．幼稚的，儿童的
ulcerate v．溃烂，生恶疮
avowal n.公开承认
retreat v．n．撤退，逃避，隐居
senile adj．年老的
hormone n．荷尔蒙，激素
cursory adj．粗略的，草率的
hoard v．n．贮藏，秘藏
detriment n．损害，伤害
lingering adj．拖延的，依依不舍的
even adj.平坦的v.使平,使相等
soliloquy n．自言自语，独白
heritage n．遗产，继承物
craven adj．懦弱的，畏缩的
tactic n．（达到目的）手段，战术
salient adj．显著的，突出的
pesticide n．杀虫剂
bale n.大包裹,灾祸,不幸
reticent adj．沉默不语的
seminal adj．有创意的
queer adj．奇怪的，疯狂的
inexpiable adj．不能补偿的
animadvert v.苛责，非难
umbrage n．不快，愤怒
gollop v．n．大口吞咽
superimpose v．加在上面，附加
superannuated adj．老迈的，老式的
disquisition n．长篇演讲，专题论文
thatch n．茅草屋顶，茅草
introspective adj．反省的
indent v．切割成锯齿状
bravado n．故作勇敢，逞能
debrief v．向…询问情况，汇报情况
versed adj．熟练的，精通的
primordial adj．最初的
vapid adj．索然无味的
ensnare v．诱入陷阱,进入罗网
totter v．摇摇欲坠，步伐蹒跚
mortar n．小臼，乳钵，迫击炮
saliva n．唾液，口水
filthy adj．龌龊的，污秽的
merchandise n．商品，货品
plankton n．浮游生物
libretto n（歌剧等）歌词，剧本
outrage n．残暴、暴行
mundane adj．现世的，世俗的
effulgence n．灿烂的光，强光
poignancy n．辛酸事,尖锐
rapport n．和睦，意见一致
mordant adj．讥讽的，尖酸的
willful adj．任性的，故意的
sibylline adj．预言的
feigned adj．假装的，不真诚的
supplicate v．恳求，乞求
cluster n.串，束，群，v.成群，成串
dislocate v．使脱臼，把…弄乱
sloth n．懒惰，树懒（一种动物）
prowess n．勇敢,不凡的能力
verify vt．证明，证实
minaret n．叫拜楼（伊斯兰教寺院的尖塔）
inexpiable adj．不能补偿的
overrule v．（高位的人）不准，否决（低位的人或事）
guffaw n．v．哄笑，大笑
prudish adj．过分守礼的，假道学的
spangle n．（缝在衣服上的）金属亮片，v．闪光
pithy adj．(讲话或文章)简练的
rave n．热切赞扬，倾倒
perishing adj．严寒的
enhancement n．增加,提高
felony n．重罪
habitat n．自然环境，栖息地
elated adj.得意洋洋的振奋的
regulation n．管理，规则，法令
anthem n．圣歌，赞美歌
gibe v．n．嘲弄，讥笑
interregnum n．无王时期,
silt n．淤泥、淤沙
boggle v．畏缩不前，不敢想像
ointment n．油膏，软膏
quail v．畏惧，颤抖
preternatural adj．异常的,超自然的
frolic n．v．嬉戏，雀跃．
calcium n．钙
caricature n．讽刺画，滑稽模仿
reciprocate v．答谢，回报
weird adj．古怪的，荒唐的
snarled adj．纠缠不清的
elide v.省略(音、音节)
salvage n．v．（从灾难中）抢救，海上救助
refulgence n．辉煌，光亮
crustacean n．甲壳类动物
turgid adj．浮肿的，浮夸的
exchequer n.国库，财源
exhume v.掘出,发掘
resort n．度假胜地
characterization n．描绘、刻画
libel v．n．（文字）诽谤，中伤
swine n．猪
inverse adj．相反的，倒转的
upswing n．上升，增长
opaque adj．不透明的，难懂的
spatula n．（调拌等用的）抹刀，刮刀
tenderfoot n.生手，新手
abstracted adj．心不在焉的
tremor n．震动，地震
posterity n．后代,子孙
rejuvenate v．使返老还童，回春
manikin n.侏儒，时装模特儿
attune tov.使调和,习惯于
suture n．缝线v．缝合
premium n．保险费,奖金
jade n．疲惫的老马，玉，翡翠
lancinate v．刺、戳
manacle n．镣铐
induce v．诱导，引起
gazetteer n．地名词典，地名表
lissom adj．姿态优雅的，柔软的
abode n．住处，住所
delirium n．精神错乱，发狂
stringent adj（规定）严苛的，缺钱的
condescension n．自以为高人一等，贬低（别人）
tantamount adj．与…相等的
disfranchise v．剥夺…的权力（尤指选举权）
itinerary n．行程表，旅行路线
compatibility n.和谐共处，不矛盾
creditable adj．值得称赞的，可信的
wag v．（狗尾巴等）摆动　n．诙谐幽默者
halting adj．踌躇的，吞吞吐吐的
autonomy n.自治,自主
divulge v．泄露，透露
verse n．诗歌
skive v.躲避工作
pest n．害虫，讨厌的人或物
hurdle n．跳栏，障碍
collusion n.勾结，串通
compliance n.服从，听从
embitter v.使痛苦，使难受
decadence n．衰落，颓废
injunction n．命令，强制令
exodus v.大批离去,成群外出
novelettish adj．言情的，多愁善感的
sinecure n．挂名差事，闲职
forger n．伪造者，打铁匠
overwhelming adj．巨大的，压倒性的
ply v．(搬运工等)等候顾客,弯曲
testament n．遗嘱，证明
sensational adj．耸人听闻的，轰动的
gaiety n．欢乐，快活
anthropoid adj．像人类的，类人猿的
misanthrope n．愤世嫉俗者
panacea n．万灵药
contraction n．收缩
membrane n．薄膜，细胞膜
relentless adj．无情的，残酷的
insulin n．胰岛素
pragmatic adj．实际的,实用主义的
illegitimate adj．不合法的，私生的
stratagem 　n．谋略，策略
persevering adj．坚忍不拔的
malevolent adj．有恶意的，恶毒的
tactile adj．有触觉的
belongings n．所有物，财产
lave v.洗浴，慢慢冲刷
abduct v．绑架，拐走
treacherous adj．阴险的，危险的
scalp n．头皮，战利品v．击败
detonation n．爆炸（声）
reserve n．谨慎，话语不多，储备．
humid adj．潮湿的
pleonastic adj．赘语的,噜嗦的
surrogate n．代替品，代理人
linguistics n．语言学
host n．东道主，（寄生物之）寄主
fatuous adj．愚味而不自知的
boor n．举止粗野的人，乡下人
censorious adj．吹毛求疵的，苛求的
foyer n．门厅，休息室
subcutaneous adj.皮下的
foolhardy adj．鲁莽的，有勇无谋的
thrall n．奴隶，农奴
connoisseur n．鉴赏家，行家
internecine adj．内讧的,两败俱伤的
omen n．征兆、预兆
stunning adj．极富魅力的
glutinous adj．粘的，胶状的
fragmentary adj．零碎的，不完整的
regurgitate v.反胃，呕吐
precept n．箴言,格言
hors d’oeuvren．（法）正菜前的开胃小菜
heretical adj．异端邪说的
philatelist n．集邮家
clannish adj.排他的，门户之见的
spartan adj．简朴的，刻苦的
dissenter n．持异义者
cadaver n．尸体
standoffish adj.有点不友好的，冷淡的
gumption n.进取心，精明强干
entitle v．使有权(做某事)
negligible adj．可忽略的，无关紧要的
soprano n女高音，最高者
tack n．大头钉，图钉
paganism n．异教（信仰）
fructify v．结果实，成功
infidel n．不信教者，异教徒
insider n．局内人，圈内人
precinct n.范围，区域
blight n．植物枯萎病v．使…枯萎
seditious adj．煽动性的
havoc n．大破坏，混乱
nicotine n．尼古丁
intern v．拘禁,软禁n．实习生
rifle n．步枪，v．洗劫，抢劫．
palaver n．v．空谈，奉承
appropriate v．拨款，盗用
arsonist n．纵火犯
objection n．厌恶，反对
sterilize v．使不育，杀菌
onslaught n．猛攻，猛袭
sanitary adj．卫生的，清洁的
concede v．承认（为正确），让步
bullion n．金条，银条
oblivion n．遗忘
panel n．讨论小组，仪表板
fascinate v．迷惑,迷住
malleable adj．可塑的，易改变的
disturbance n．扰乱、骚动
disdainful adj．鄙视的
statutory adj．法定的，受法令所约束的
poky adj.(地方)狭小的,不舒适的
smattering n．略知，少数
underhanded adj．不光明的，卑鄙的
gardenia n．栀子花
articulate v．清楚说话，接合
haggard adj．憔悴的，消瘦的
obbligato n.伴奏
caucus n．政党高层会议，核心人物
lofty adj．崇高的，高尚的lofty　sentiments．
liquidate v．清除，清偿，停止
disclaim v．放弃权利，拒绝承认
willowy adj．苗条的
restrain v．克制，抑制
overrule v．（高位的人）不准，否决（低位的人或事）
flabbergast v.使大吃一惊
faucet n．水龙头
calligraphy n．书法
volition n．自决，自主
barque n.三桅船，轻舟
pester v．纠缠，强求
inquisitive adj．过份好问的，好奇的
carnation n．康乃馨（一种花）
equivalence n．相等，等值
genre n．（文艺的）类型
intermingle v．混合,搀杂
effeminate adj．柔弱的，缺乏勇气的
grind n．枯燥乏味的工作
riveting adj．非常精彩的
forswear v．誓绝，放弃
rhubarb n．（植物）大黄，n．v．喧闹
limerick n．五行打油诗
blizzard n．暴风雪
proscribe v．禁止
fairyland n．仙境
plank n．厚木板,要点
animus n．憎恨
vulpine adj．狐狸的，狡猾的
muniments n．契据，房契
adduce v．给予（理由），举出
senescent adj．衰老的、老化的
allergic adj．过敏的，对…讨厌的
hypersensitive adj．过份敏感的
precipitate v．加速,促成adj．匆忙的,鲁莽的
defection n．脱党，变节
finch n．雀科鸣禽（如燕雀，金丝雀等）
flummox v.使混乱，背诵出错
ambivalence n．矛盾心理
loot n．掠夺品，v．掠夺
homogeneous adj．同类的，相似的
provisional adj．暂时的,临时的
exult v．欢腾,喜悦
trudge v．跋涉
reincarnation n．化身，转世的生命
generosity n．慷慨、大方
libation n．奠酒（给神献酒），饮酒
tamp v．捣实，砸实
immersion n．沉入，浸入
infuriate v．使（人）极为愤怒
tarry v.耽搁，延迟
mendacious adj不真的，撒谎的
scree n.山坡上的碎石堆
epidermis n．表皮，外皮
nomination n．提名，指派
superstition n．迷信，盲目恐惧
hustler n．非常活跃之人
embodiment n．化身，体现
skyrocket v．陡升，猛涨
gourmet n．美食家
supplicant n．乞求者，恳求者
trapezium n.梯形，不规则四边形
cornet n．短号．圆锥形蛋卷（cone）
potation n．畅饮,饮料
exegesis n.(对圣经等的)严肃解释、注释
acerbity n．苦涩，刻薄
sacrosanct adj．神圣不可侵犯的
canard n．谣言，假新闻
subpoena n．（法律）传票，v．传讯
hinterland n．内地，穷乡僻壤
metabolism n．新陈代谢
ignoble adj.卑鄙的，下流的
premiere n．首次公演
foetus,fetus n．胎儿
plaster n灰泥,石膏．v．抹泥
exude v.使慢慢流出,四溢
ballad n.歌谣,小曲
disgruntled adj.心境不佳的，不满的
segregate v．隔离
hive n．蜂房，忙碌之地
brute n．野兽，兽性
authorize v.授权,批准
imbecility n．低能，愚蠢
candela n.烛光(发光强度单位)
abacus n．算盘
terse adj．简洁的，简明的
undesirable adj．令人不悦的，讨厌的
knocker n．敲击的人，门环
uphold v．维护，支持
plaza n．广场,集市
delta n．（河流的）三角洲
parky adj.寒冷的，很冷的
constellation n．星座，星群
advisable adj．适当的，可行的
complacency n.自满，自得
genetic adj．遗传的，起源的
shrug v．耸肩（表示怀疑等）
forgery n．伪造（物）
desecrate v．玷辱，亵渎
frump n.衣着守旧的人
concave adj．凹的
implode v．内爆，剧减
perceive v．察觉，发觉
hassle n．激烈的辩论
figurehead n．名义领袖
pen n．围栏，监禁
monogamy n．一夫一妻制
accentuate v．着重，强调
deter v．威慑，吓住
phobia n．恐惧症
ubiquitous adj．无所不在的，普通的
resort n．度假胜地
scrub n．矮树丛，身体矮小的人
privation n．丧失,贫困
deter v．威慑，吓住
swindle v．诈骗，骗取
juxtapose v．并排，并置
embryo n．胚胎
list v．n．倾斜
edify v．陶冶，启发
carat n．（宝石重量单位）克拉，（金子）开
ventilate v．使…通风，透风
horn n．（牛羊之）角，号角
cloy n.(吃甜食)生腻，吃腻
upstart n．突然升官的人，暴发户
cantankerous adj．脾气坏的，好争吵的
polish v．把…擦光亮n．上光剂,(态度等)优雅
scrape v．刮擦、擦掉
immoral adj．不道德的，淫荡的
palliation n．减轻，缓和
stammer v．口吃，结巴
entrenched adj．(权力,风俗等)确立的,确定的
regulate v．管制，调整
fidgety adj．烦躁的，不安的．
compute v．计算
osculation n.接吻，共同特性
abstract n．摘要
intelligible adj．可了解的,清晰的
shibboleth n．陈旧语句，习俗
vaccine n．牛痘苗，疫苗
tycoon n．有钱有势的企业家，大亨
sarcastic adj．讽剌的
fortuitous adj．偶然的，意外的
nonentity n．无能力之人，不重要
prodigy n．奇事,非凡之人,天才
insipid adj．乏味的，枯燥的
hipster n.赶时髦的人
pinion v.绑住，束缚
philately n．集邮
mote n．微粒，微尘
capitation 　n．人头税，丁税
predator n．食肉动物
filthy adj．龌龊的，污秽的
ebb v．退潮、衰退
hook n．钩、钓钩
invulnerable adj．无法伤害的
culinary adj．厨房的，烹调的
scrunch v.压碎，辗碎
minnow n．鲦鱼，小淡水鱼
palliate v．减轻（痛苦），掩饰（罪行）
gaucherie n．笨拙
fiat n．命令，决断
translucent adj．半透明的
ensnare v．诱入陷阱,进入罗网
rivulet n．小溪，小河
mural adj．墙壁的n．壁画
nonplus v．使窘困，狼狈不堪
conversion n．转变，皈依
tout v．招徕顾客，极力赞扬
permissive adj．过份纵容的
pronounced adj．明显的，(观点等)强硬的
frigate n.护航舰，大型驱逐舰
purge v．清洗,洗涤
reprove v责骂，申斥
pestilent adj．致死的，有害的
churl n．粗鄙之人
honours n．勋位，优等成绩
unscathed adj．未受损伤的，未遭伤害的
quarry n．采石场，v．采石
elated adj.得意洋洋的振奋的
aggregate v．集合，合计
animosity n．憎恶，仇恨
environs n．郊外,郊区
occidental n．adj．西方（的）
corpus n．全集，全部资料
stature n．身高，身材
stenography n．速记，速记法
squander v．浪费，挥霍
charter n．（公司）执照，宪章
host n．东道主，（寄生物之）寄主
censure n．v．责难，非难
husk n．外壳，皮，荚
terse adj．简洁的，简明的
portfolio n．文件夹,股份单
censorship n．检查（制度）
obesity n．肥胖
avocation n.副业,嗜好
cur n．杂种狗，坏种
